Name,URL,Options
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Cardboard (those which reams of paper come in),https://www.world.org/reuse/boxes,"Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket."
Boxes--Cereal,https://www.world.org/reuse/boxes,"Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa)"
"Boxes--Food (Cake, Jell-o, Pudding, etc.)",https://www.world.org/reuse/boxes,"Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori)"
Boxes--Shoeboxes,https://www.world.org/reuse/boxes,"Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah)"
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Carpet,https://www.world.org/reuse/carpet,"Place in the back of an enclosed truck or van.;Cut into small squares or circles and place under the feet of heavy furniture.;Place carpet remnants at doors to catch mud and water.;Use as floor mats in
cars.;Take with you when cabin camping to keep the dirt/snow out of your ""home."";Cut into strips wide enough to fit between the rows in your garden.  This will minimize
weeds.  (Cathy)"
Carpet Padding,https://www.world.org/reuse/carpet.padding,"Cut into the shape of your slippers, insert and use for extra padding."
Carpet Protectors (Plastic),https://www.world.org/reuse/carpet.protectors,Cut to the desired size and use as a boot tray.;Keep on the floor in front of the back seat of the van to keep snow/mud off of the carpet.;Use as a drop cloth.
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
Boxes--Candy,https://www.world.org/reuse/boxes,"Make into a Valentine's Day card for next year.;Cut a heart-shaped box so that you have a flat heart.  Save and let the kids use it as a
template.;Make a Valentine's Day decoration for next year.;Make a Picture Frame.;Cut and use for index
cards.;Use a smaller box for storing paperclips, rubber bands, etc.;Use as a decorative change
holder for your dresser.;Use  as individual recycling boxes for bedrooms.  This will help  keep garbage
from accumulating on desks and dressers (or in my case the floor).;Use for under-the-bed storage by cutting it to make it shorter.;Make it into a bed for a small pet by cutting an entrance and lining it with a
blanket.;Cut into puzzle pieces and let the kids put them together.  When the novelty wears off,
recycle and grab a new box.;Cut and tape them into the size of folders.  Make manilla-type folders or add some extra tape
and make pockets.;Cut into any size index cards.  Use for flash cards, recipe cards, etc.;Use as gift boxes.;Use as an in-tray on your desk at home for mail, papers to be dealt with, etc.;Use pieces for bookmarks.  Write down any ideas that pop into your head while reading.;Make into paper dolls for the kids.;Use for grocery lists.  When you place it in the front of the shopping cart, it won't blow away
like paper will.  (Richard);Cut a big portion out of a corner of the box and use it as a magazine holder.  (Jeffrey and
Diane);Use as a template for making a gift bag.  Wrap paper around it as you
would a package, leaving the top open.  Remove box and punch holes at the top of the two sides
for the string handles.  Leave the box in if you would like a stronger bag.  (Mijesa);Open the boxes carefully to remove the contents.  Then tape the open side shut, and give
them to your kids as cheap building blocks. (Jon's Grandma);Give boxes to pet mice, gerbils or birds for play.  (Lori);Use to hold odds and ends -- just label. (Dennis);Use to store small children's toys. (Dennis);Make into a dollhouse. (Henning);Use to store recipes.;Tape the lids to the boxes, paint them bright colors, and give them to the kids for building
blocks.  (Ms. Myriah);Turn into a doll house."
